;codigo_VU;raz_social;nombre;rubro;ciiu6;ciiu4;region;provincia;comuna;coord_este;coord_norte;huso;COD_FUENTE;fuente_emision;COMBUSTIBLE PRIMARIO;EMISION PRIMARIO;COMBUSTIBLE SECUNDARIO;EMISION SECUNDARIO;EMISION MATERIA PRIMA;tipo_contaminante;ton_emision;ORIGEN;Longitud;Latitud
65592;5214464;URCELAY HERMANOS S.A.;SOCIEDAD AGRICOLA COMERCIAL E INDUSTRIAL URCELAY HERMANOS LIMITADA;Otras industrias manufactureras;Elaboración de vinos;Elaboración de vinos;Libertador Gral. Bernardo O'Higgins;Cachapoal;Olivar;326393,0;6210887,0;19,0;IN-GEV-31661;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,0071737915444861;Petróleo N 2 (Diesel);0,0;0,0;PM, primary;0,0071737915444861;RUEA;-70,88486423883724;-34,228629165859914
65596;653;MOLY COP CHILE S A;MOLY COP CHILE PLANTA TALCAHUANO;Otras industrias manufactureras;"Forja, prensado, estampado y laminado de metales; pulvimetalurgia";"Forja, prensado, estampado y laminado de metales; pulvimetalurgia";Biobío;Concepción;Talcahuano;667674,0;5931675,0;18,0;HR-FS-26130;Horno;Gas Natural;0,0071698131662149;Gas Licuado de Petróleo;0,0;0,0;Sulfur dioxide;0,0071698131662149;RUEA;-73,12184470374295;-36,74586108058311
65635;5441785;ENGIE ENERGIA CHILE S.A.;CENTRAL TÉRMICA MEJILLONES;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Antofagasta;Antofagasta;Mejillones;355392,0;7445882,0;19,0;CG-GEV-6596;Caldera de Generación Eléctrica;Carbón Sub Bituminoso;0,0071384799504229;Petróleo N 2 (Diesel);0,0;0,0;Lead;0,0071384799504229;RUEA;-70,41189628893444;-23,089425226702165
65646;5452292;EMPRESA ELECTRICA ANGAMOS S.A.;CENTRAL TERMOELÉCTRICA ANGAMOS;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Antofagasta;Antofagasta;Mejillones;359788,0;7448232,0;19,0;CG-GEV-4651;Caldera de Generación Eléctrica;Carbón Bituminoso Pulverizado;0,0;Petróleo N 2 (Diesel);0,0071325255002752;0,0;Volatile organic compounds (VOC);0,0071325255002752;RUEA;-70,36877020018875;-23,068580818779544
65647;5459819;BREDENMASTER SPA;BREDENMASTER SA;Otras industrias manufactureras;Elaboración de productos de panadería y pastelería;Elaboración de productos de panadería;Metropolitana de Santiago;Santiago;Pudahuel;335070,0;6300062,0;19,0;HR-OR-6306;Horno de Panadería;Gas Natural;0,0071296644411397;Gas Natural;0,0;0,0;Ammonia;0,0071296644411397;RUEA;-70,77401196620984;-33,426146533887746
65668;29391;AGROINDUSTRIAL ARICA S A;AGROINDUSTRIAL ARICA SA;Otras industrias manufactureras;Elaboración y conservación de carne y productos cárnicos;Elaboración y conservación de carne;Arica y Parinacota;Arica;Arica;362656,0;7957688,0;19,0;IN-GEV-13183;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Licuado de Petróleo;0,0062266049155626;Petróleo N 2 (Diesel);0,00088605652483798;0,0;PM10, primary;0,00711266144040058;RUEA;-70,30075436964724;-18,46667691434291
65685;5440286;UNIVERSIDAD DE LOS LAGOS;UNIVERSIDAD DE LOS LAGOS , CAMPUS PUERTO MONTT;Otras actividades;Enseñanza superior en universidades públicas;Enseñanza superior en universidades;Los Lagos;0;Puerto Montt;-41,494145943306;-72,987203324599;18,0;CA-OR-32354;Caldera Agua Caliente;Petróleo N 2 (Diesel);0,0071034818564381;Petróleo N 2 (Diesel);0,0;0,0;Nitrogen oxides (NOx);0,0071034818564381;RUEA;-165,2412967943742;-85,5257424060219
65697;4803700;CORP NACIONAL DEL COBRE DE CHILE;DIVISIÓN CHUQUICAMATA;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Antofagasta;El Loa;Calama;511801,0;7532284,0;19,0;HR-PPM-8548;Horno de Refino;Gas Natural;0,0070931994559282;Petróleo N 6;0,0;0,0;PM, primary;0,0070931994559282;RUEA;-68,88541746483122;-22,315160865017884
65744;5440286;UNIVERSIDAD DE LOS LAGOS;UNIVERSIDAD DE LOS LAGOS , CAMPUS PUERTO MONTT;Otras actividades;Enseñanza superior en universidades públicas;Enseñanza superior en universidades;Los Lagos;0;Puerto Montt;-41,494145943306;-72,987203324599;18,0;CA-OR-32352;Caldera Agua Caliente;Petróleo N 2 (Diesel);0,0070417641132842;Petróleo N 2 (Diesel);0,0;0,0;Carbon monoxide;0,0070417641132842;RUEA;-165,2412967943742;-85,5257424060219
65769;41164;HOTELERA DIEGO DE ALMAGRO LIMITADA;HOTEL DIEGO DE ALMAGRO PUERTO MONTT;Otras actividades;Actividades de hoteles;Actividades de alojamiento para estancias cortas;Los Lagos;Llanquihue;Puerto Montt;672631,0;5407213,0;18,0;CA-OR-13929;Caldera Agua Caliente;Petróleo N 2 (Diesel);0,0;Gas Natural;0,0070183900323348;0,0;PM, primary;0,0070183900323348;RUEA;-72,93271045188519;-41,4681132232932
65797;8992;ASOC CHILENA DE SEGURIDAD;ASOC CHILENA DE SEGURIDAD;Otras actividades;Otros servicios de atención de la salud humana prestados por empresas;Otras actividades de atención de la salud humana;Metropolitana de Santiago;Maipo;San Bernardo;341941,0;6282328,0;19,0;CA-OR-16980;Caldera Agua Caliente;Gas Licuado de Petróleo;0,0069975986090434;Gas Licuado de Petróleo;0,0;0,0;Carbon monoxide;0,0069975986090434;RUEA;-70,70326555198388;-33,587064972633854
65814;3940;SOC PANIFICADORA LUCERNA LIMITADA;PANADERIA LUCERNA;Otras industrias manufactureras;Elaboración de productos de panadería y pastelería;Elaboración de productos de panadería;Metropolitana de Santiago;Santiago;Estación Central;343639,0;6295992,0;19,0;HR-OR-27914;Horno de Panadería;Petróleo N 2 (Diesel);0,0069850819331335;Gas Licuado de Petróleo;0,0;0,0;Ammonia;0,0069850819331335;RUEA;-70,68258656059346;-33,464124824281086
65820;5440286;UNIVERSIDAD DE LOS LAGOS;UNIVERSIDAD DE LOS LAGOS , CAMPUS PUERTO MONTT;Otras actividades;Enseñanza superior en universidades públicas;Enseñanza superior en universidades;Los Lagos;0;Puerto Montt;-41,494145943306;-72,987203324599;18,0;CA-OR-32349;Caldera Agua Caliente;Petróleo N 2 (Diesel);0,006972528688253;Petróleo N 2 (Diesel);0,0;0,0;Nitrogen oxides (NOx);0,006972528688253;RUEA;-165,2412967943742;-85,5257424060219
65821;5402160;FORESTAL Y AGRICOLA YUKON LTDA;FORESTAL Y AGRICOLA YUKON;Industria de la madera y Silvicultura;Aserrado y acepilladura de madera;Aserrado y acepilladura de madera;Maule;Talca;Talca;267032,0;6081739,0;19,0;IN-GEV-15975;Caldera Industrial (Generadora de Vapor o Agua Caliente);Viruta, Despuntes;0,006970710731926;Viruta, Despuntes;0,0;0,0;Benzene;0,006970710731926;RUEA;-71,56467332157673;-35,38050416020083
65829;2065106;ASOC CHILENA DE SEGURIDAD;HOSPITAL DEL TRABAJADOR;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Providencia;348295,0;6298423,0;19,0;CA-OR-17194;Caldera Agua Caliente;Gas Natural;0,0069645489154522;Petróleo N 2 (Diesel);0,0;0,0;Volatile organic compounds (VOC);0,0069645489154522;RUEA;-70,63209100540698;-33,44287665161101
65831;2065106;ASOC CHILENA DE SEGURIDAD;HOSPITAL DEL TRABAJADOR;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Providencia;348295,0;6298423,0;19,0;CA-OR-17197;Caldera Agua Caliente;Gas Natural;0,0069645489154522;Petróleo N 2 (Diesel);0,0;0,0;Volatile organic compounds (VOC);0,0069645489154522;RUEA;-70,63209100540698;-33,44287665161101
65996;5476858;AGROSOCIOS SPA;AGROSOCIOS SPA;Otras industrias manufactureras;Otras industrias manufactureras n.c.p.;Otras industrias manufactureras n.c.p.;Los Lagos;Osorno;San Pablo;669659,0;5524906,0;18,0;IN-GEV-10148;Caldera Industrial (Generadora de Vapor o Agua Caliente);Leña;0,006896046590771;Biomasa Combustible;0,0;0,0;Toluene;0,006896046590771;RUEA;-73,00050190966422;-40,40918664269124
66016;5462678;FORESTAL ARAUCO S.A.;VIVERO HORCONES;Industria de la madera y Silvicultura;Explotación de viveros forestales;Silvicultura y otras actividades forestales;Biobío;Arauco;Arauco;657811,0;5880927,0;18,0;CA-OR-16038;Caldera Agua Caliente;Gas Natural;0,006875764845878;Gas Natural;0,0;0,0;Carbon monoxide;0,006875764845878;RUEA;-73,22166214275202;-37,20479975952677
66017;5462678;FORESTAL ARAUCO S.A.;VIVERO HORCONES;Industria de la madera y Silvicultura;Explotación de viveros forestales;Silvicultura y otras actividades forestales;Biobío;Arauco;Arauco;657811,0;5880927,0;18,0;CA-OR-16025;Caldera Agua Caliente;Gas Natural;0,006875764845878;Gas Natural;0,0;0,0;Carbon monoxide;0,006875764845878;RUEA;-73,22166214275202;-37,20479975952677
66052;42275;PRODUCTOS MARINOS PUERTO WILLIAMS LIMITADA;PRODUCTOS MARINOS PUERTO WILLIAMS LIMITADA;Pesca y Acuicultura;Recolección y extracción de productos marinos;Pesca marítima;Magallanes y de la Antártica Chilena;Antártica Chilena;Cabo de Hornos (Ex-Navarino);591488,0;3911955,0;19,0;CA-OR-26001;Caldera Agua Caliente;Petróleo N 2 (Diesel);0,0068509904537283;Petróleo N 2 (Diesel);0,0;0,0;Ammonia;0,0068509904537283;RUEA;-67,57219616905833;-54,93098844347804
66057;10210;CLINICA ALEMANA DE SANTIAGO S A;CLINICA ALEMANA DE SANTIAGO S.A.;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353599,0;6304195,0;19,0;CA-OR-27158;Caldera Agua Caliente;Gas Natural;0,0;Petróleo N 2 (Diesel);0,0068472244802642;0,0;Nitrogen oxides (NOx);0,0068472244802642;RUEA;-70,57410849342273;-33,391572060896785
66058;10210;CLINICA ALEMANA DE SANTIAGO S A;CLINICA ALEMANA DE SANTIAGO S.A.;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353599,0;6304195,0;19,0;CA-OR-27159;Caldera Agua Caliente;Gas Natural;0,0;Petróleo N 2 (Diesel);0,0068472244802642;0,0;Nitrogen oxides (NOx);0,0068472244802642;RUEA;-70,57410849342273;-33,391572060896785
66059;10210;CLINICA ALEMANA DE SANTIAGO S A;CLINICA ALEMANA DE SANTIAGO S.A.;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353599,0;6304195,0;19,0;CA-OR-27160;Caldera Agua Caliente;Gas Natural;0,0;Petróleo N 2 (Diesel);0,0068472244802642;0,0;Nitrogen oxides (NOx);0,0068472244802642;RUEA;-70,57410849342273;-33,391572060896785
66060;322348;EMBOTELLADORAS CHILENAS UNIDAS S.A;EMBOTELLADORAS CHILENAS UNIDAS SA;Otras industrias manufactureras;Elaboración de bebidas no alcohólicas;"Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas";Metropolitana de Santiago;Santiago;Renca;343800,0;6301854,0;19,0;IN-GEV-21539;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,0;Petróleo N 2 (Diesel);0,0068472244802642;0,0;Nitrogen oxides (NOx);0,0068472244802642;RUEA;-70,67983569629445;-33,41129740325615
66062;4243314;(en blanco);SALA CUNA Y JARDIN INFANTIL MI SOL;Otras actividades;Enseñanza primaria, secundaria científico humanista y técnico profesional pública;Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional pública y privada;Aysén del Gral. Carlos Ibáñez del Campo;Coihaique;Coyhaique;728474,0;4949729,0;18,0;CA-OR-31800;Caldera Agua Caliente;Petróleo N 2 (Diesel);0,0068444855904721;Petróleo N 2 (Diesel);0,0;0,0;Nitrogen oxides (NOx);0,0068444855904721;RUEA;-72,07202687245952;-45,56844395525089
66093;29391;AGROINDUSTRIAL ARICA S A;AGROINDUSTRIAL ARICA SA;Otras industrias manufactureras;Elaboración y conservación de carne y productos cárnicos;Elaboración y conservación de carne;Arica y Parinacota;Arica;Arica;362656,0;7957688,0;19,0;IN-GEV-13183;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Licuado de Petróleo;0,0062266049155626;Petróleo N 2 (Diesel);0,00059712504934734;0,0;PM2.5, primary;0,00682372996490994;RUEA;-70,30075436964724;-18,46667691434291
66098;436492;CENTRAL TERMOELECTRICA ANDINA S A;CENTRAL TERMICA ANDINA;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Antofagasta;Antofagasta;Mejillones;355799,0;7446299,0;19,0;CG-GEV-21989;Caldera de Generación Eléctrica;Carbón Sub Bituminoso;0,0068183764128684;Petróleo N 2 (Diesel);7,1590931344332e-07;0,0;Arsenic;0,006819092322181843;RUEA;-70,40788419729702;-23,08569494004857
66106;2079;INGOMAR S A;INGOMAR SA;Industria química, del plástico y caucho;Fabricación de otros productos de caucho;Fabricación de otros productos de caucho;Metropolitana de Santiago;Santiago;Quinta Normal;341058,0;6300297,0;19,0;IN-GEV-15500;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,0068075299944493;Petróleo N 2 (Diesel);0,0;0,0;Ammonia;0,0068075299944493;RUEA;-70,70958803984865;-33,42493219224062
66213;4587808;EMPRESAS CAROZZI S A;COMPLEJO INDUSTRIAL NOS;Otras industrias manufactureras;Elaboración de otros productos alimenticios n.c.p.;Elaboración de otros productos alimenticios n.c.p.;Metropolitana de Santiago;Maipo;San Bernardo;341309,0;6275448,0;19,0;IN-GEV-24870;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,0067695415458195;Gas Licuado de Petróleo;0,0;0,0;Volatile organic compounds (VOC);0,0067695415458195;RUEA;-70,71129932313572;-33,64899732942011
66216;171;VINEDOS FAMILIA CHADWICK SPA;VIÑA ERRAZURIZ S.A.;Otras industrias manufactureras;Elaboración de vinos;Elaboración de vinos;Valparaíso;San Felipe de Aconcagua;Panquehue;328896,0;6369571,0;19,0;CA-OR-12458;Caldera Agua Caliente;Gas Licuado de Petróleo;0,0067660903479526;Gas Licuado de Petróleo;0,0;0,0;PM10, primary;0,0067660903479526;RUEA;-70,827366663051;-32,79851512075412
66217;171;VINEDOS FAMILIA CHADWICK SPA;VIÑA ERRAZURIZ S.A.;Otras industrias manufactureras;Elaboración de vinos;Elaboración de vinos;Valparaíso;San Felipe de Aconcagua;Panquehue;328896,0;6369571,0;19,0;CA-OR-12458;Caldera Agua Caliente;Gas Licuado de Petróleo;0,0067660903479526;Gas Licuado de Petróleo;0,0;0,0;PM2.5, primary;0,0067660903479526;RUEA;-70,827366663051;-32,79851512075412
66231;322101;GASODUCTO GASANDES S A;GASODUCTO GASANDES SA;Otras actividades;"Fabricación de gas; distribución de combustibles gaseosos por tubería, excepto regasificación de GNL";"Fabricación de gas; distribución de combustibles gaseosos por tuberías";Metropolitana de Santiago;0;San Bernardo;-33,555407337574;-70,716646030457;19,0;CA-OR-32187;Caldera Agua Caliente;Gas Natural;0,0067479778816093;Gas Natural;0,0;0,0;Carbon monoxide;0,0067479778816093;RUEA;-159,24104073317767;-85,52581338291988
66236;4592447;VJ S.A.;VITAL JUGOS SA;Otras industrias manufactureras;Producción de aguas minerales y otras aguas embotelladas;"Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas";Metropolitana de Santiago;Santiago;Renca;335596,0;6303730,0;19,0;IN-GEV-17836;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,0067239554074638;Petróleo N 2 (Diesel);1,8230735178703e-05;0,0;Sulfur dioxide;0,006742186142642503;RUEA;-70,76768641664343;-33,393158548185475
66237;41164;HOTELERA DIEGO DE ALMAGRO LIMITADA;HOTEL DIEGO DE ALMAGRO PUERTO MONTT;Otras actividades;Actividades de hoteles;Actividades de alojamiento para estancias cortas;Los Lagos;Llanquihue;Puerto Montt;672631,0;5407213,0;18,0;CA-OR-13930;Caldera Agua Caliente;Petróleo N 2 (Diesel);0,0;Gas Natural;0,0067417351664016;0,0;PM, primary;0,0067417351664016;RUEA;-72,93271045188519;-41,4681132232932
66274;5660;TINTORERIAS L ART PARISIEN CIBIE Y COMPANIA LIMITADA;TINTORERIA LART'PARISIEN CIBIE Y CIA LTDA.;Otras actividades;Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel;Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel;Metropolitana de Santiago;Santiago;San Joaquín;349062,0;6294855,0;19,0;CA-OR-30604;Caldera Agua Caliente;Gas Natural;0,0066859669588341;Petróleo N 2 (Diesel);0,0;0,0;Volatile organic compounds (VOC);0,0066859669588341;RUEA;-70,62444224957605;-33,47515432693419
66360;5462131;SOC MADERERA LEONESA LTDA;SOC MADERERA LEONESA LTDA;Industria de la madera y Silvicultura;Aserrado y acepilladura de madera;Aserrado y acepilladura de madera;Ñuble;Diguillín;Chillán Viejo;753449,0;5942669,0;18,0;CA-OR-14345;Caldera Agua Caliente;Leña;0,0043955096089948;Leña;0,002253434828777;0,0;Volatile organic compounds (VOC);0,0066489444377718;RUEA;-72,1655840231683;-36,62784256246721
66372;4586116;MADERAS ARAUCO S.A.;PLANTA TRUPÁN/CHOLGUAN;Industria de la madera y Silvicultura;Fabricación de hojas de madera para enchapado y tableros a base de madera;Fabricación de hojas de madera para enchapado y tableros a base de madera;Ñuble;Diguillín;Yungay;760498,0;5882725,0;18,0;IN-GEV-7080;Caldera Industrial (Generadora de Vapor o Agua Caliente);Biomasa Combustible;0,0066283919582215;Petróleo N 2 (Diesel);0,0;0,0;Benzene;0,0066283919582215;RUEA;-72,0662426471953;-37,16560708914498
66383;245716;BIODIVERSA S.A.;PLANTA TRATAMIENTO DE RILES;Captación, tratamiento y distribución de agua;Captación, tratamiento y distribución de agua;Captación, tratamiento y distribución de agua;Libertador Gral. Bernardo O'Higgins;Colchagua;Chimbarongo;311071,0;6155572,0;19,0;CA-OR-8221;Caldera Agua Caliente;Petróleo N 2 (Diesel);0,0066163360707897;Petróleo N 2 (Diesel);0,0;0,0;Ammonia;0,0066163360707897;RUEA;-71,06336647642547;-34,724480311736194
66471;5462327;COOP AGRICOLA Y LECHERA DE LA UNION LTDA;PLANTA CRUCE LOS TAMBORES;Otras industrias manufactureras;Elaboración de productos lácteos;Elaboración de productos lácteos;Los Ríos;Ranco;La Unión;670996,0;5535098,0;18,0;IN-GEV-11055;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,0;Petróleo N 2 (Diesel);0,0065258431520585;0,0;Nitrogen oxides (NOx);0,0065258431520585;RUEA;-72,9874859742274;-40,31714784303455
66611;308059;AGRICOLA Y GANADERA ESTANCIA RIO CISNES LIMITADA;AGRICOLA  Y GANADERA ESTANCIA RIO CISNES LTDA;Producción agropecuaria;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);Aysén del Gral. Carlos Ibáñez del Campo;Coihaique;Coyhaique;729238,0;4949433,0;18,0;CA-OR-29315;Caldera Agua Caliente;Petróleo N 2 (Diesel);0,0064706271338496;Petróleo N 2 (Diesel);0,0;0,0;Nitrogen oxides (NOx);0,0064706271338496;RUEA;-72,06211005997994;-45,57085349583082
66694;5457956;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;HOSPITAL LAS HIGUERAS;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Talcahuano;668843,0;5932235,0;18,0;CA-OR-17872;Caldera Agua Caliente;Gas Natural;0,0064046562571282;Petróleo N 2 (Diesel);0,0;0,0;Volatile organic compounds (VOC);0,0064046562571282;RUEA;-73,10888075243236;-36,740608187251645
66695;5457956;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;HOSPITAL LAS HIGUERAS;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Talcahuano;668843,0;5932235,0;18,0;CA-OR-17875;Caldera Agua Caliente;Gas Natural;0,0064046562571282;Petróleo N 2 (Diesel);0,0;0,0;Volatile organic compounds (VOC);0,0064046562571282;RUEA;-73,10888075243236;-36,740608187251645
66696;5457956;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;HOSPITAL LAS HIGUERAS;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Talcahuano;668843,0;5932235,0;18,0;CA-OR-17880;Caldera Agua Caliente;Gas Natural;0,0064046562571282;Petróleo N 2 (Diesel);0,0;0,0;Volatile organic compounds (VOC);0,0064046562571282;RUEA;-73,10888075243236;-36,740608187251645
